image,stem,prefix,number,source_split,group_id,group_size,upstream_splits,is_upstream_leak,proposed_split
AoF03592.jpg,AoF03592,AoF,3592,train,grp_aof_single_AoF03592,1,train,0,train
AoF03593.jpg,AoF03593,AoF,3593,train,grp_aof_single_AoF03593,1,train,0,train
AoF03594.jpg,AoF03594,AoF,3594,train,grp_aof_01606,2,train,0,train
AoF03595.jpg,AoF03595,AoF,3595,train,grp_aof_01606,2,train,0,train
AoF03596.jpg,AoF03596,AoF,3596,train,grp_aof_single_AoF03596,1,train,0,train
AoF03597.jpg,AoF03597,AoF,3597,train,grp_aof_01607,2,train,0,train
AoF03598.jpg,AoF03598,AoF,3598,train,grp_aof_single_AoF03598,1,train,0,train
AoF03599.jpg,AoF03599,AoF,3599,val,grp_aof_single_AoF03599,1,val,0,val
AoF03600.jpg,AoF03600,AoF,3600,train,grp_aof_single_AoF03600,1,train,0,train
AoF03601.jpg,AoF03601,AoF,3601,train,grp_aof_single_AoF03601,1,train,0,train
AoF03602.jpg,AoF03602,AoF,3602,train,grp_aof_01605,2,train,0,train
AoF03603.jpg,AoF03603,AoF,3603,train,grp_aof_01605,2,train,0,train
AoF03604.jpg,AoF03604,AoF,3604,train,grp_aof_01604,2,train,0,train
AoF03605.jpg,AoF03605,AoF,3605,val,grp_aof_00207,10,test+train+val,1,train
AoF03606.jpg,AoF03606,AoF,3606,train,grp_aof_01604,2,train,0,train
AoF03607.jpg,AoF03607,AoF,3607,train,grp_aof_single_AoF03607,1,train,0,train
AoF03608.jpg,AoF03608,AoF,3608,train,grp_aof_single_AoF03608,1,train,0,train
AoF03609.jpg,AoF03609,AoF,3609,train,grp_aof_00207,10,test+train+val,1,train
AoF03610.jpg,AoF03610,AoF,3610,train,grp_aof_00207,10,test+train+val,1,train
AoF03611.jpg,AoF03611,AoF,3611,train,grp_aof_00207,10,test+train+val,1,train
AoF03612.jpg,AoF03612,AoF,3612,train,grp_aof_00207,10,test+train+val,1,train
AoF03613.jpg,AoF03613,AoF,3613,train,grp_aof_00207,10,test+train+val,1,train
AoF03614.jpg,AoF03614,AoF,3614,train,grp_aof_00207,10,test+train+val,1,train
AoF03615.jpg,AoF03615,AoF,3615,train,grp_aof_00207,10,test+train+val,1,train
AoF03616.jpg,AoF03616,AoF,3616,train,grp_aof_00285,8,test+train+val,1,train
AoF03617.jpg,AoF03617,AoF,3617,val,grp_aof_00285,8,test+train+val,1,train
AoF03618.jpg,AoF03618,AoF,3618,train,grp_aof_00285,8,test+train+val,1,train
AoF03619.jpg,AoF03619,AoF,3619,train,grp_aof_00285,8,test+train+val,1,train
AoF03620.jpg,AoF03620,AoF,3620,train,grp_aof_00285,8,test+train+val,1,train
AoF03621.jpg,AoF03621,AoF,3621,train,grp_aof_00285,8,test+train+val,1,train
AoF03622.jpg,AoF03622,AoF,3622,val,grp_aof_00344,7,train+val,1,train
AoF03623.jpg,AoF03623,AoF,3623,train,grp_aof_00344,7,train+val,1,train
AoF03624.jpg,AoF03624,AoF,3624,train,grp_aof_00344,7,train+val,1,train
AoF03625.jpg,AoF03625,AoF,3625,val,grp_aof_00344,7,train+val,1,train
AoF03626.jpg,AoF03626,AoF,3626,val,grp_aof_00344,7,train+val,1,train
AoF03627.jpg,AoF03627,AoF,3627,train,grp_aof_00344,7,train+val,1,train
AoF03628.jpg,AoF03628,AoF,3628,train,grp_aof_00344,7,train+val,1,train
AoF03629.jpg,AoF03629,AoF,3629,train,grp_aof_00343,7,test+train,1,train
AoF03630.jpg,AoF03630,AoF,3630,train,grp_aof_00343,7,test+train,1,train
AoF03631.jpg,AoF03631,AoF,3631,train,grp_aof_00343,7,test+train,1,train
AoF03632.jpg,AoF03632,AoF,3632,train,grp_aof_00343,7,test+train,1,train
AoF03633.jpg,AoF03633,AoF,3633,val,grp_aof_single_AoF03633,1,val,0,val
AoF03634.jpg,AoF03634,AoF,3634,train,grp_aof_single_AoF03634,1,train,0,train
AoF03635.jpg,AoF03635,AoF,3635,train,grp_aof_single_AoF03635,1,train,0,train
AoF03636.jpg,AoF03636,AoF,3636,train,grp_aof_single_AoF03636,1,train,0,train
AoF03637.jpg,AoF03637,AoF,3637,val,grp_aof_01603,2,train+val,1,val
AoF03638.jpg,AoF03638,AoF,3638,train,grp_aof_01603,2,train+val,1,val
AoF03639.jpg,AoF03639,AoF,3639,train,grp_aof_00936,3,train+val,1,train
AoF03640.jpg,AoF03640,AoF,3640,train,grp_aof_00936,3,train+val,1,train
AoF03641.jpg,AoF03641,AoF,3641,val,grp_aof_00936,3,train+val,1,train
AoF03642.jpg,AoF03642,AoF,3642,train,grp_aof_single_AoF03642,1,train,0,train
AoF03643.jpg,AoF03643,AoF,3643,train,grp_aof_00405,6,train+val,1,train
AoF03644.jpg,AoF03644,AoF,3644,train,grp_aof_00405,6,train+val,1,train
AoF03645.jpg,AoF03645,AoF,3645,val,grp_aof_00405,6,train+val,1,train
AoF03646.jpg,AoF03646,AoF,3646,train,grp_aof_00405,6,train+val,1,train
AoF03647.jpg,AoF03647,AoF,3647,train,grp_aof_00405,6,train+val,1,train
AoF03648.jpg,AoF03648,AoF,3648,train,grp_aof_00405,6,train+val,1,train
AoF03649.jpg,AoF03649,AoF,3649,train,grp_aof_01602,2,train,0,train
AoF03650.jpg,AoF03650,AoF,3650,train,grp_aof_01602,2,train,0,train
AoF03651.jpg,AoF03651,AoF,3651,train,grp_aof_00206,10,train+val,1,train
AoF03652.jpg,AoF03652,AoF,3652,train,grp_aof_00206,10,train+val,1,train
AoF03653.jpg,AoF03653,AoF,3653,train,grp_aof_00206,10,train+val,1,train
AoF03654.jpg,AoF03654,AoF,3654,train,grp_aof_00206,10,train+val,1,train
AoF03655.jpg,AoF03655,AoF,3655,train,grp_aof_00206,10,train+val,1,train
AoF03656.jpg,AoF03656,AoF,3656,val,grp_aof_00206,10,train+val,1,train
AoF03657.jpg,AoF03657,AoF,3657,train,grp_aof_00206,10,train+val,1,train
AoF03658.jpg,AoF03658,AoF,3658,val,grp_aof_00206,10,train+val,1,train
AoF03659.jpg,AoF03659,AoF,3659,train,grp_aof_00206,10,train+val,1,train
AoF03660.jpg,AoF03660,AoF,3660,train,grp_aof_00206,10,train+val,1,train
AoF03661.jpg,AoF03661,AoF,3661,train,grp_aof_single_AoF03661,1,train,0,train
AoF03662.jpg,AoF03662,AoF,3662,train,grp_aof_00935,3,train+val,1,train
AoF03663.jpg,AoF03663,AoF,3663,train,grp_aof_00935,3,train+val,1,train
AoF03664.jpg,AoF03664,AoF,3664,val,grp_aof_00935,3,train+val,1,train
AoF03665.jpg,AoF03665,AoF,3665,train,grp_aof_single_AoF03665,1,train,0,train
AoF03666.jpg,AoF03666,AoF,3666,val,grp_aof_single_AoF03666,1,val,0,val
AoF03667.jpg,AoF03667,AoF,3667,train,grp_aof_00636,4,train+val,1,train
AoF03668.jpg,AoF03668,AoF,3668,val,grp_aof_00636,4,train+val,1,train
AoF03669.jpg,AoF03669,AoF,3669,val,grp_aof_00636,4,train+val,1,train
AoF03670.jpg,AoF03670,AoF,3670,train,grp_aof_00636,4,train+val,1,train
AoF03671.jpg,AoF03671,AoF,3671,train,grp_aof_00504,5,train,0,train
AoF03672.jpg,AoF03672,AoF,3672,train,grp_aof_00504,5,train,0,train
AoF03673.jpg,AoF03673,AoF,3673,train,grp_aof_00504,5,train,0,train
AoF03674.jpg,AoF03674,AoF,3674,train,grp_aof_00504,5,train,0,train
AoF03675.jpg,AoF03675,AoF,3675,train,grp_aof_00504,5,train,0,train
AoF03676.jpg,AoF03676,AoF,3676,val,grp_aof_00342,7,train+val,1,train
AoF03677.jpg,AoF03677,AoF,3677,train,grp_aof_00342,7,train+val,1,train
AoF03678.jpg,AoF03678,AoF,3678,train,grp_aof_00342,7,train+val,1,train
AoF03679.jpg,AoF03679,AoF,3679,train,grp_aof_00342,7,train+val,1,train
AoF03680.jpg,AoF03680,AoF,3680,train,grp_aof_00342,7,train+val,1,train
AoF03681.jpg,AoF03681,AoF,3681,train,grp_aof_00342,7,train+val,1,train
AoF03682.jpg,AoF03682,AoF,3682,train,grp_aof_01601,2,train,0,train
AoF03683.jpg,AoF03683,AoF,3683,train,grp_aof_01601,2,train,0,train
AoF03684.jpg,AoF03684,AoF,3684,train,grp_aof_single_AoF03684,1,train,0,train
AoF03685.jpg,AoF03685,AoF,3685,train,grp_aof_01600,2,train,0,train
AoF03686.jpg,AoF03686,AoF,3686,train,grp_aof_01600,2,train,0,train
AoF03687.jpg,AoF03687,AoF,3687,train,grp_aof_single_AoF03687,1,train,0,train
AoF03688.jpg,AoF03688,AoF,3688,train,grp_aof_00503,5,train,0,train
AoF03689.jpg,AoF03689,AoF,3689,train,grp_aof_00503,5,train,0,train
AoF03690.jpg,AoF03690,AoF,3690,train,grp_aof_00503,5,train,0,train
AoF03691.jpg,AoF03691,AoF,3691,train,grp_aof_00503,5,train,0,train
AoF03692.jpg,AoF03692,AoF,3692,train,grp_aof_00503,5,train,0,train
AoF03693.jpg,AoF03693,AoF,3693,train,grp_aof_00635,4,train+val,1,train
AoF03694.jpg,AoF03694,AoF,3694,val,grp_aof_00635,4,train+val,1,train
AoF03695.jpg,AoF03695,AoF,3695,train,grp_aof_00635,4,train+val,1,train
AoF03696.jpg,AoF03696,AoF,3696,train,grp_aof_00635,4,train+val,1,train
AoF03697.jpg,AoF03697,AoF,3697,train,grp_aof_single_AoF03697,1,train,0,train
AoF03698.jpg,AoF03698,AoF,3698,train,grp_aof_01599,2,train+val,1,train
AoF03699.jpg,AoF03699,AoF,3699,val,grp_aof_01599,2,train+val,1,train
AoF03700.jpg,AoF03700,AoF,3700,train,grp_aof_00934,3,train,0,train
AoF03701.jpg,AoF03701,AoF,3701,train,grp_aof_00934,3,train,0,train
AoF03702.jpg,AoF03702,AoF,3702,train,grp_aof_00934,3,train,0,train
AoF03703.jpg,AoF03703,AoF,3703,train,grp_aof_single_AoF03703,1,train,0,train
AoF03704.jpg,AoF03704,AoF,3704,train,grp_aof_single_AoF03704,1,train,0,train
AoF03705.jpg,AoF03705,AoF,3705,val,grp_aof_00147,13,test+train+val,1,train
AoF03706.jpg,AoF03706,AoF,3706,train,grp_aof_00634,4,test+train,1,train
AoF03707.jpg,AoF03707,AoF,3707,train,grp_aof_00634,4,test+train,1,train
AoF03708.jpg,AoF03708,AoF,3708,train,grp_aof_single_AoF03708,1,train,0,train
AoF03709.jpg,AoF03709,AoF,3709,train,grp_aof_01598,2,train,0,train
AoF03710.jpg,AoF03710,AoF,3710,val,grp_aof_single_AoF03710,1,val,0,val
AoF03711.jpg,AoF03711,AoF,3711,train,grp_aof_single_AoF03711,1,train,0,train
AoF03712.jpg,AoF03712,AoF,3712,train,grp_aof_single_AoF03712,1,train,0,train
AoF03713.jpg,AoF03713,AoF,3713,train,grp_aof_single_AoF03713,1,train,0,train
AoF03714.jpg,AoF03714,AoF,3714,train,grp_aof_single_AoF03714,1,train,0,train
AoF03715.jpg,AoF03715,AoF,3715,train,grp_aof_00933,3,train+val,1,train
AoF03716.jpg,AoF03716,AoF,3716,train,grp_aof_00933,3,train+val,1,train
AoF03717.jpg,AoF03717,AoF,3717,val,grp_aof_00933,3,train+val,1,train
AoF03718.jpg,AoF03718,AoF,3718,train,grp_aof_00621,4,test+train,1,test
AoF03719.jpg,AoF03719,AoF,3719,train,grp_aof_00932,3,test+train,1,train
AoF03720.jpg,AoF03720,AoF,3720,train,grp_aof_00932,3,test+train,1,train
AoF03721.jpg,AoF03721,AoF,3721,val,grp_aof_01597,2,train+val,1,val
AoF03722.jpg,AoF03722,AoF,3722,train,grp_aof_01597,2,train+val,1,val
AoF03723.jpg,AoF03723,AoF,3723,train,grp_aof_single_AoF03723,1,train,0,train
AoF03724.jpg,AoF03724,AoF,3724,train,grp_aof_single_AoF03724,1,train,0,train
AoF03725.jpg,AoF03725,AoF,3725,train,grp_aof_00005,258,test+train+val,1,train
AoF03726.jpg,AoF03726,AoF,3726,val,grp_aof_01596,2,train+val,1,val
AoF03727.jpg,AoF03727,AoF,3727,train,grp_aof_01596,2,train+val,1,val
AoF03728.jpg,AoF03728,AoF,3728,train,grp_aof_01598,2,train,0,train
AoF03729.jpg,AoF03729,AoF,3729,val,grp_aof_single_AoF03729,1,val,0,val
AoF03730.jpg,AoF03730,AoF,3730,train,grp_aof_single_AoF03730,1,train,0,train
AoF03731.jpg,AoF03731,AoF,3731,train,grp_aof_single_AoF03731,1,train,0,train
AoF03732.jpg,AoF03732,AoF,3732,train,grp_aof_01595,2,train+val,1,train
AoF03733.jpg,AoF03733,AoF,3733,val,grp_aof_01595,2,train+val,1,train
AoF03734.jpg,AoF03734,AoF,3734,train,grp_aof_00284,8,test+train+val,1,train
AoF03735.jpg,AoF03735,AoF,3735,train,grp_aof_00284,8,test+train+val,1,train
AoF03736.jpg,AoF03736,AoF,3736,val,grp_aof_00284,8,test+train+val,1,train
AoF03737.jpg,AoF03737,AoF,3737,val,grp_aof_00284,8,test+train+val,1,train
AoF03738.jpg,AoF03738,AoF,3738,train,grp_aof_00284,8,test+train+val,1,train
AoF03739.jpg,AoF03739,AoF,3739,train,grp_aof_00284,8,test+train+val,1,train
AoF03740.jpg,AoF03740,AoF,3740,val,grp_aof_single_AoF03740,1,val,0,val
AoF03741.jpg,AoF03741,AoF,3741,train,grp_aof_00931,3,train,0,train
AoF03742.jpg,AoF03742,AoF,3742,train,grp_aof_00931,3,train,0,train
AoF03743.jpg,AoF03743,AoF,3743,train,grp_aof_00931,3,train,0,train
AoF03744.jpg,AoF03744,AoF,3744,train,grp_aof_00341,7,train+val,1,train
AoF03745.jpg,AoF03745,AoF,3745,val,grp_aof_00341,7,train+val,1,train
AoF03746.jpg,AoF03746,AoF,3746,train,grp_aof_00341,7,train+val,1,train
AoF03747.jpg,AoF03747,AoF,3747,train,grp_aof_00341,7,train+val,1,train
AoF03748.jpg,AoF03748,AoF,3748,train,grp_aof_00341,7,train+val,1,train
AoF03749.jpg,AoF03749,AoF,3749,train,grp_aof_00341,7,train+val,1,train
AoF03750.jpg,AoF03750,AoF,3750,train,grp_aof_00341,7,train+val,1,train
AoF03751.jpg,AoF03751,AoF,3751,train,grp_aof_00404,6,test+train,1,train
AoF03752.jpg,AoF03752,AoF,3752,train,grp_aof_00404,6,test+train,1,train
AoF03753.jpg,AoF03753,AoF,3753,train,grp_aof_00404,6,test+train,1,train
AoF03754.jpg,AoF03754,AoF,3754,train,grp_aof_00004,298,test+train+val,1,train
AoF03755.jpg,AoF03755,AoF,3755,train,grp_aof_00004,298,test+train+val,1,train
AoF03756.jpg,AoF03756,AoF,3756,val,grp_aof_00004,298,test+train+val,1,train
AoF03757.jpg,AoF03757,AoF,3757,train,grp_aof_00004,298,test+train+val,1,train
AoF03758.jpg,AoF03758,AoF,3758,train,grp_aof_00004,298,test+train+val,1,train
AoF03759.jpg,AoF03759,AoF,3759,train,grp_aof_00004,298,test+train+val,1,train
AoF03760.jpg,AoF03760,AoF,3760,train,grp_aof_00004,298,test+train+val,1,train
AoF03761.jpg,AoF03761,AoF,3761,train,grp_aof_00004,298,test+train+val,1,train
AoF03762.jpg,AoF03762,AoF,3762,train,grp_aof_00403,6,test+train+val,1,train
AoF03763.jpg,AoF03763,AoF,3763,train,grp_aof_00403,6,test+train+val,1,train
AoF03764.jpg,AoF03764,AoF,3764,train,grp_aof_00403,6,test+train+val,1,train
AoF03765.jpg,AoF03765,AoF,3765,val,grp_aof_00403,6,test+train+val,1,train
AoF03766.jpg,AoF03766,AoF,3766,train,grp_aof_00403,6,test+train+val,1,train
AoF03767.jpg,AoF03767,AoF,3767,train,grp_aof_00146,13,test+train+val,1,train
AoF03768.jpg,AoF03768,AoF,3768,train,grp_aof_00146,13,test+train+val,1,train
AoF03769.jpg,AoF03769,AoF,3769,train,grp_aof_00867,3,test+train,1,test
AoF03770.jpg,AoF03770,AoF,3770,train,grp_aof_01594,2,train+val,1,train
AoF03771.jpg,AoF03771,AoF,3771,val,grp_aof_01594,2,train+val,1,train
AoF03772.jpg,AoF03772,AoF,3772,train,grp_aof_00930,3,train,0,train
AoF03773.jpg,AoF03773,AoF,3773,train,grp_aof_00930,3,train,0,train
AoF03774.jpg,AoF03774,AoF,3774,train,grp_aof_00930,3,train,0,train
AoF03775.jpg,AoF03775,AoF,3775,train,grp_aof_00633,4,test+train,1,train
AoF03776.jpg,AoF03776,AoF,3776,train,grp_aof_00633,4,test+train,1,train
AoF03777.jpg,AoF03777,AoF,3777,train,grp_aof_single_AoF03777,1,train,0,train
AoF03778.jpg,AoF03778,AoF,3778,train,grp_aof_00402,6,train+val,1,train
AoF03779.jpg,AoF03779,AoF,3779,val,grp_aof_00402,6,train+val,1,train
AoF03780.jpg,AoF03780,AoF,3780,train,grp_aof_00402,6,train+val,1,train
AoF03781.jpg,AoF03781,AoF,3781,train,grp_aof_00402,6,train+val,1,train
AoF03782.jpg,AoF03782,AoF,3782,val,grp_aof_00402,6,train+val,1,train
AoF03783.jpg,AoF03783,AoF,3783,train,grp_aof_00402,6,train+val,1,train
AoF03784.jpg,AoF03784,AoF,3784,train,grp_aof_00929,3,train+val,1,val
AoF03785.jpg,AoF03785,AoF,3785,val,grp_aof_00929,3,train+val,1,val
AoF03786.jpg,AoF03786,AoF,3786,val,grp_aof_00929,3,train+val,1,val
AoF03787.jpg,AoF03787,AoF,3787,train,grp_aof_00242,9,test+train+val,1,train
AoF03788.jpg,AoF03788,AoF,3788,train,grp_aof_00242,9,test+train+val,1,train
AoF03789.jpg,AoF03789,AoF,3789,val,grp_aof_00242,9,test+train+val,1,train
AoF03790.jpg,AoF03790,AoF,3790,train,grp_aof_00242,9,test+train+val,1,train
AoF03791.jpg,AoF03791,AoF,3791,train,grp_aof_00242,9,test+train+val,1,train
AoF03792.jpg,AoF03792,AoF,3792,train,grp_aof_01593,2,train,0,train
AoF03793.jpg,AoF03793,AoF,3793,train,grp_aof_01593,2,train,0,train
AoF03794.jpg,AoF03794,AoF,3794,train,grp_aof_00928,3,test+train,1,train
AoF03795.jpg,AoF03795,AoF,3795,train,grp_aof_00928,3,test+train,1,train
AoF03796.jpg,AoF03796,AoF,3796,val,grp_aof_00007,157,test+train+val,1,train
AoF03797.jpg,AoF03797,AoF,3797,train,grp_aof_00007,157,test+train+val,1,train
AoF03798.jpg,AoF03798,AoF,3798,train,grp_aof_00051,37,test+train+val,1,train
AoF03799.jpg,AoF03799,AoF,3799,train,grp_aof_00051,37,test+train+val,1,train
AoF03800.jpg,AoF03800,AoF,3800,train,grp_aof_00051,37,test+train+val,1,train
AoF03801.jpg,AoF03801,AoF,3801,train,grp_aof_00051,37,test+train+val,1,train
AoF03802.jpg,AoF03802,AoF,3802,train,grp_aof_00051,37,test+train+val,1,train
AoF03803.jpg,AoF03803,AoF,3803,val,grp_aof_00051,37,test+train+val,1,train
AoF03804.jpg,AoF03804,AoF,3804,train,grp_aof_single_AoF03804,1,train,0,train
AoF03805.jpg,AoF03805,AoF,3805,train,grp_aof_00168,12,test+train,1,train
AoF03806.jpg,AoF03806,AoF,3806,train,grp_aof_00168,12,test+train,1,train
AoF03807.jpg,AoF03807,AoF,3807,train,grp_aof_00168,12,test+train,1,train
AoF03808.jpg,AoF03808,AoF,3808,train,grp_aof_00168,12,test+train,1,train
AoF03809.jpg,AoF03809,AoF,3809,val,grp_aof_00927,3,train+val,1,train
AoF03810.jpg,AoF03810,AoF,3810,train,grp_aof_00927,3,train+val,1,train
AoF03811.jpg,AoF03811,AoF,3811,train,grp_aof_00927,3,train+val,1,train
AoF03812.jpg,AoF03812,AoF,3812,train,grp_aof_00926,3,train,0,train
AoF03813.jpg,AoF03813,AoF,3813,train,grp_aof_00926,3,train,0,train
AoF03814.jpg,AoF03814,AoF,3814,train,grp_aof_00926,3,train,0,train
AoF03815.jpg,AoF03815,AoF,3815,train,grp_aof_00925,3,train,0,train
AoF03816.jpg,AoF03816,AoF,3816,train,grp_aof_00925,3,train,0,train
AoF03817.jpg,AoF03817,AoF,3817,train,grp_aof_00925,3,train,0,train
AoF03818.jpg,AoF03818,AoF,3818,train,grp_aof_00168,12,test+train,1,train
AoF03819.jpg,AoF03819,AoF,3819,train,grp_aof_00004,298,test+train+val,1,train
AoF03820.jpg,AoF03820,AoF,3820,train,grp_aof_00051,37,test+train+val,1,train
AoF03821.jpg,AoF03821,AoF,3821,train,grp_aof_00051,37,test+train+val,1,train
AoF03822.jpg,AoF03822,AoF,3822,train,grp_aof_00051,37,test+train+val,1,train
AoF03823.jpg,AoF03823,AoF,3823,train,grp_aof_00051,37,test+train+val,1,train
AoF03824.jpg,AoF03824,AoF,3824,train,grp_aof_00051,37,test+train+val,1,train
AoF03825.jpg,AoF03825,AoF,3825,val,grp_aof_00051,37,test+train+val,1,train
AoF03826.jpg,AoF03826,AoF,3826,train,grp_aof_00924,3,train,0,train
AoF03827.jpg,AoF03827,AoF,3827,train,grp_aof_00924,3,train,0,train
AoF03828.jpg,AoF03828,AoF,3828,train,grp_aof_00924,3,train,0,train
AoF03829.jpg,AoF03829,AoF,3829,val,grp_aof_00051,37,test+train+val,1,train
AoF03830.jpg,AoF03830,AoF,3830,val,grp_aof_00051,37,test+train+val,1,train
AoF03831.jpg,AoF03831,AoF,3831,train,grp_aof_00923,3,train,0,train
AoF03832.jpg,AoF03832,AoF,3832,train,grp_aof_00923,3,train,0,train
AoF03833.jpg,AoF03833,AoF,3833,train,grp_aof_00923,3,train,0,train
AoF03834.jpg,AoF03834,AoF,3834,train,grp_aof_00401,6,train+val,1,train
AoF03835.jpg,AoF03835,AoF,3835,train,grp_aof_00401,6,train+val,1,train
AoF03836.jpg,AoF03836,AoF,3836,val,grp_aof_00401,6,train+val,1,train
AoF03837.jpg,AoF03837,AoF,3837,train,grp_aof_00401,6,train+val,1,train
AoF03838.jpg,AoF03838,AoF,3838,train,grp_aof_00401,6,train+val,1,train
AoF03839.jpg,AoF03839,AoF,3839,train,grp_aof_00401,6,train+val,1,train
AoF03840.jpg,AoF03840,AoF,3840,val,grp_aof_00051,37,test+train+val,1,train
AoF03841.jpg,AoF03841,AoF,3841,train,grp_aof_00051,37,test+train+val,1,train
AoF03842.jpg,AoF03842,AoF,3842,val,grp_aof_00051,37,test+train+val,1,train
AoF03843.jpg,AoF03843,AoF,3843,val,grp_aof_00400,6,train+val,1,train
AoF03844.jpg,AoF03844,AoF,3844,train,grp_aof_00400,6,train+val,1,train
AoF03845.jpg,AoF03845,AoF,3845,train,grp_aof_00400,6,train+val,1,train
AoF03846.jpg,AoF03846,AoF,3846,train,grp_aof_00400,6,train+val,1,train
AoF03847.jpg,AoF03847,AoF,3847,train,grp_aof_00400,6,train+val,1,train
AoF03848.jpg,AoF03848,AoF,3848,train,grp_aof_00400,6,train+val,1,train
AoF03849.jpg,AoF03849,AoF,3849,train,grp_aof_01592,2,train,0,train
AoF03850.jpg,AoF03850,AoF,3850,train,grp_aof_01592,2,train,0,train
AoF03851.jpg,AoF03851,AoF,3851,train,grp_aof_00147,13,test+train+val,1,train
AoF03852.jpg,AoF03852,AoF,3852,train,grp_aof_00147,13,test+train+val,1,train
AoF03853.jpg,AoF03853,AoF,3853,val,grp_aof_00147,13,test+train+val,1,train
AoF03854.jpg,AoF03854,AoF,3854,train,grp_aof_00399,6,train+val,1,train
AoF03855.jpg,AoF03855,AoF,3855,train,grp_aof_00399,6,train+val,1,train
AoF03856.jpg,AoF03856,AoF,3856,train,grp_aof_00399,6,train+val,1,train
AoF03857.jpg,AoF03857,AoF,3857,val,grp_aof_00399,6,train+val,1,train
AoF03858.jpg,AoF03858,AoF,3858,train,grp_aof_00399,6,train+val,1,train
AoF03859.jpg,AoF03859,AoF,3859,val,grp_aof_00399,6,train+val,1,train
AoF03860.jpg,AoF03860,AoF,3860,train,grp_aof_00051,37,test+train+val,1,train
AoF03861.jpg,AoF03861,AoF,3861,train,grp_aof_00051,37,test+train+val,1,train
AoF03862.jpg,AoF03862,AoF,3862,train,grp_aof_00922,3,train,0,train
AoF03863.jpg,AoF03863,AoF,3863,train,grp_aof_00922,3,train,0,train
AoF03864.jpg,AoF03864,AoF,3864,train,grp_aof_00922,3,train,0,train
AoF03865.jpg,AoF03865,AoF,3865,train,grp_aof_01591,2,train,0,train
AoF03866.jpg,AoF03866,AoF,3866,train,grp_aof_01591,2,train,0,train
AoF03867.jpg,AoF03867,AoF,3867,train,grp_aof_00921,3,train,0,train
AoF03868.jpg,AoF03868,AoF,3868,train,grp_aof_00921,3,train,0,train
AoF03869.jpg,AoF03869,AoF,3869,train,grp_aof_00921,3,train,0,train
AoF03870.jpg,AoF03870,AoF,3870,train,grp_aof_00920,3,train+val,1,train
AoF03871.jpg,AoF03871,AoF,3871,train,grp_aof_00920,3,train+val,1,train
AoF03872.jpg,AoF03872,AoF,3872,val,grp_aof_00920,3,train+val,1,train
AoF03873.jpg,AoF03873,AoF,3873,train,grp_aof_00168,12,test+train,1,train
AoF03874.jpg,AoF03874,AoF,3874,train,grp_aof_00168,12,test+train,1,train
AoF03875.jpg,AoF03875,AoF,3875,train,grp_aof_00168,12,test+train,1,train
AoF03876.jpg,AoF03876,AoF,3876,train,grp_aof_00241,9,test+train+val,1,train
AoF03877.jpg,AoF03877,AoF,3877,train,grp_aof_00241,9,test+train+val,1,train
AoF03878.jpg,AoF03878,AoF,3878,train,grp_aof_00241,9,test+train+val,1,train
AoF03879.jpg,AoF03879,AoF,3879,train,grp_aof_00241,9,test+train+val,1,train
AoF03880.jpg,AoF03880,AoF,3880,val,grp_aof_00241,9,test+train+val,1,train
AoF03881.jpg,AoF03881,AoF,3881,train,grp_aof_00241,9,test+train+val,1,train
AoF03882.jpg,AoF03882,AoF,3882,train,grp_aof_00241,9,test+train+val,1,train
AoF03883.jpg,AoF03883,AoF,3883,train,grp_aof_00051,37,test+train+val,1,train
AoF03884.jpg,AoF03884,AoF,3884,train,grp_aof_00167,12,test+train+val,1,train
AoF03885.jpg,AoF03885,AoF,3885,val,grp_aof_00167,12,test+train+val,1,train
AoF03886.jpg,AoF03886,AoF,3886,train,grp_aof_00167,12,test+train+val,1,train
AoF03887.jpg,AoF03887,AoF,3887,train,grp_aof_00167,12,test+train+val,1,train
AoF03888.jpg,AoF03888,AoF,3888,train,grp_aof_00167,12,test+train+val,1,train
AoF03889.jpg,AoF03889,AoF,3889,train,grp_aof_00167,12,test+train+val,1,train
AoF03890.jpg,AoF03890,AoF,3890,train,grp_aof_00167,12,test+train+val,1,train
AoF03891.jpg,AoF03891,AoF,3891,train,grp_aof_00167,12,test+train+val,1,train
AoF03892.jpg,AoF03892,AoF,3892,train,grp_aof_00167,12,test+train+val,1,train
AoF03893.jpg,AoF03893,AoF,3893,train,grp_aof_01590,2,train,0,train
AoF03894.jpg,AoF03894,AoF,3894,train,grp_aof_01590,2,train,0,train
AoF03895.jpg,AoF03895,AoF,3895,val,grp_aof_00051,37,test+train+val,1,train
AoF03896.jpg,AoF03896,AoF,3896,train,grp_aof_00051,37,test+train+val,1,train
AoF03897.jpg,AoF03897,AoF,3897,train,grp_aof_00051,37,test+train+val,1,train
AoF03898.jpg,AoF03898,AoF,3898,train,grp_aof_00632,4,test+train,1,train
AoF03899.jpg,AoF03899,AoF,3899,train,grp_aof_00632,4,test+train,1,train
AoF03900.jpg,AoF03900,AoF,3900,val,grp_aof_00051,37,test+train+val,1,train
AoF03901.jpg,AoF03901,AoF,3901,train,grp_aof_00051,37,test+train+val,1,train
AoF03902.jpg,AoF03902,AoF,3902,train,grp_aof_00051,37,test+train+val,1,train
AoF03903.jpg,AoF03903,AoF,3903,train,grp_aof_00283,8,train+val,1,train
AoF03904.jpg,AoF03904,AoF,3904,train,grp_aof_00283,8,train+val,1,train
